UMAP_1,UMAP_2,class,image_pixels
-2.7260277,7.159057,8,"[0.0, 0.0, 0.0, 4.0, 14.0, 14.0, 1.0, 0.0, 0.0, 0.0, 3.0, 14.0, 12.0, 10.0, 4.0, 0.0, 0.0, 3.0, 13.0, 4.0, 0.0, 8.0, 6.0, 0.0, 0.0, 3.0, 15.0, 9.0, 2.0, 15.0, 1.0, 0.0, 0.0, 0.0, 2.0, 10.0, 16.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 14.0, 4.0, 0.0, 0.0, 0.0, 0.0, 2.0, 12.0, 9.0, 3.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 14.0, 0.0, 0.0]"
9.223706,3.7967222,2,"[0.0, 5.0, 16.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 11.0, 14.0, 11.0, 11.0, 0.0, 0.0, 0.0, 0.0, 8.0, 11.0, 4.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 9.0, 5.0, 1.0, 0.0, 0.0, 1.0, 11.0, 16.0, 16.0, 16.0, 10.0, 0.0, 0.0, 5.0, 16.0, 14.0, 8.0, 6.0, 1.0, 0.0]"
18.293983,7.6299853,0,"[0.0, 0.0, 11.0, 16.0, 10.0, 1.0, 0.0, 0.0, 0.0, 1.0, 15.0, 14.0, 15.0, 11.0, 0.0, 0.0, 0.0, 7.0, 14.0, 1.0, 4.0, 16.0, 3.0, 0.0, 0.0, 7.0, 13.0, 0.0, 0.0, 10.0, 11.0, 0.0, 0.0, 9.0, 12.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 5.0, 14.0, 0.0, 0.0, 7.0, 13.0, 0.0, 0.0, 1.0, 16.0, 10.0, 5.0, 15.0, 8.0, 0.0, 0.0, 0.0, 7.0, 16.0, 16.0, 15.0, 0.0, 0.0]"
-7.0050826,10.948634,1,"[0.0, 0.0, 0.0, 1.0, 8.0, 16.0, 2.0, 0.0, 0.0, 0.0, 5.0, 13.0, 16.0, 16.0, 0.0, 0.0, 0.0, 11.0, 16.0, 15.0, 12.0, 16.0, 0.0, 0.0, 0.0, 3.0, 8.0, 1.0, 8.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 8.0, 0.0]"
9.25357,3.7922144,2,"[0.0, 1.0, 15.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 12.0, 14.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 6.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 10.0, 10.0, 5.0, 0.0, 0.0, 1.0, 13.0, 16.0, 16.0, 16.0, 11.0, 0.0, 0.0, 3.0, 16.0, 12.0, 8.0, 5.0, 1.0, 0.0]"
6.2942085,-7.0628967,6,"[0.0, 0.0, 0.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 14.0, 0.0, 4.0, 5.0, 0.0, 0.0, 0.0, 7.0, 16.0, 4.0, 7.0, 14.0, 7.0, 0.0, 0.0, 3.0, 14.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 10.0, 10.0, 4.0, 10.0, 12.0, 0.0, 0.0, 0.0, 1.0, 9.0, 16.0, 14.0, 2.0, 0.0]"
0.7017942,7.100454,3,"[0.0, 2.0, 10.0, 16.0, 16.0, 2.0, 0.0, 0.0, 0.0, 10.0, 15.0, 9.0, 16.0, 4.0, 0.0, 0.0, 0.0, 5.0, 3.0, 6.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 1.0, 10.0, 14.0, 16.0, 3.0, 0.0, 0.0, 0.0, 5.0, 1.0, 0.0, 13.0, 10.0, 0.0, 0.0, 0.0, 16.0, 13.0, 10.0, 15.0, 11.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 13.0, 3.0, 0.0]"
1.1267649,7.201532,3,"[0.0, 0.0, 8.0, 13.0, 11.0, 1.0, 0.0, 0.0, 0.0, 4.0, 15.0, 5.0, 12.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 13.0, 15.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 7.0, 12.0, 0.0, 0.0, 1.0, 15.0, 8.0, 7.0, 12.0, 12.0, 0.0, 0.0, 0.0, 6.0, 14.0, 16.0, 15.0, 5.0, 0.0]"
-2.1689436,15.64881,7,"[0.0, 0.0, 3.0, 13.0, 16.0, 16.0, 13.0, 0.0, 0.0, 0.0, 11.0, 14.0, 8.0, 15.0, 9.0, 0.0, 0.0, 0.0, 3.0, 5.0, 2.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 11.0, 1.0, 0.0, 0.0, 0.0, 2.0, 15.0, 15.0, 16.0, 9.0, 0.0, 0.0, 0.0, 2.0, 15.0, 14.0, 8.0, 2.0, 0.0, 0.0, 0.0, 0.0, 11.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 4.0, 0.0, 0.0, 0.0]"
0.81657416,7.118533,3,"[0.0, 1.0, 11.0, 16.0, 16.0, 4.0, 0.0, 0.0, 0.0, 7.0, 16.0, 8.0, 14.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 2.0, 0.0, 0.0, 1.0, 5.0, 0.0, 0.0, 14.0, 9.0, 0.0, 0.0, 4.0, 16.0, 10.0, 11.0, 16.0, 6.0, 0.0, 0.0, 1.0, 13.0, 16.0, 16.0, 10.0, 0.0, 0.0]"
1.3262753,7.372728,3,"[0.0, 1.0, 12.0, 16.0, 16.0, 9.0, 0.0, 0.0, 0.0, 2.0, 14.0, 5.0, 9.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 12.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 8.0, 15.0, 5.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 11.0, 9.0, 0.0, 0.0, 4.0, 14.0, 4.0, 4.0, 14.0, 6.0, 0.0, 0.0, 0.0, 15.0, 16.0, 16.0, 11.0, 1.0, 0.0]"
5.38489,18.09244,4,"[0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 6.0, 5.0, 1.0, 0.0, 0.0, 0.0, 7.0, 15.0, 2.0, 16.0, 3.0, 5.0, 0.0, 0.0, 11.0, 11.0, 6.0, 16.0, 15.0, 10.0, 0.0, 0.0, 12.0, 16.0, 16.0, 16.0, 8.0, 1.0, 0.0, 0.0, 4.0, 8.0, 13.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 9.0, 0.0, 0.0, 0.0]"
6.3803124,-7.341765,6,"[0.0, 0.0, 2.0, 12.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 16.0, 16.0, 10.0, 1.0, 0.0, 0.0, 2.0, 15.0, 6.0, 1.0, 10.0, 8.0, 0.0, 0.0, 0.0, 10.0, 10.0, 0.0, 9.0, 9.0, 0.0, 0.0, 0.0, 2.0, 12.0, 16.0, 15.0, 1.0, 0.0]"
6.374961,-7.59237,6,"[0.0, 0.0, 4.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 14.0, 9.0, 8.0, 6.0, 1.0, 0.0, 0.0, 7.0, 14.0, 7.0, 5.0, 12.0, 8.0, 0.0, 0.0, 2.0, 16.0, 4.0, 1.0, 12.0, 6.0, 0.0, 0.0, 0.0, 5.0, 14.0, 16.0, 11.0, 0.0, 0.0]"
6.7070565,-7.280408,6,"[0.0, 0.0, 2.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 5.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 7.0, 5.0, 1.0, 0.0, 0.0, 0.0, 7.0, 16.0, 16.0, 16.0, 15.0, 3.0, 0.0, 0.0, 5.0, 16.0, 12.0, 4.0, 10.0, 14.0, 0.0, 0.0, 0.0, 14.0, 13.0, 5.0, 10.0, 15.0, 0.0, 0.0, 0.0, 3.0, 13.0, 16.0, 16.0, 7.0, 0.0]"
5.3500557,18.045086,4,"[0.0, 0.0, 0.0, 6.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 15.0, 4.0, 0.0, 0.0, 0.0, 0.0, 1.0, 13.0, 9.0, 4.0, 7.0, 0.0, 0.0, 0.0, 7.0, 13.0, 1.0, 13.0, 10.0, 6.0, 0.0, 0.0, 14.0, 14.0, 8.0, 16.0, 16.0, 10.0, 0.0, 0.0, 7.0, 15.0, 16.0, 16.0, 7.0, 1.0, 0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 13.0, 0.0, 0.0, 0.0]"
-1.2676558,3.575423,9,"[0.0, 1.0, 10.0, 13.0, 9.0, 2.0, 0.0, 0.0, 0.0, 2.0, 12.0, 4.0, 12.0, 10.0, 0.0, 0.0, 0.0, 0.0, 14.0, 5.0, 11.0, 11.0, 0.0, 0.0, 0.0, 0.0, 2.0, 8.0, 8.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 12.0, 0.0, 0.0, 0.0, 4.0, 1.0, 0.0, 8.0, 11.0, 0.0, 0.0, 0.0, 11.0, 16.0, 16.0, 14.0, 3.0, 0.0]"
-7.0047526,10.949112,1,"[0.0, 0.0, 0.0, 1.0, 9.0, 16.0, 7.0, 0.0, 0.0, 0.0, 4.0, 13.0, 16.0, 16.0, 2.0, 0.0, 0.0, 8.0, 16.0, 15.0, 13.0, 16.0, 3.0, 0.0, 0.0, 3.0, 7.0, 0.0, 8.0, 16.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 7.0, 0.0]"
-2.8633943,1.6565964,5,"[0.0, 0.0, 7.0, 8.0, 6.0, 8.0, 4.0, 0.0, 0.0, 0.0, 12.0, 13.0, 12.0, 12.0, 5.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 12.0, 9.0, 2.0, 0.0, 0.0, 0.0, 3.0, 8.0, 7.0, 8.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 8.0, 0.0, 0.0, 0.0, 6.0, 0.0, 1.0, 13.0, 4.0, 0.0, 0.0, 0.0, 7.0, 15.0, 15.0, 5.0, 0.0, 0.0]"
18.086958,7.3101153,0,"[0.0, 0.0, 7.0, 16.0, 15.0, 1.0, 0.0, 0.0, 0.0, 5.0, 16.0, 13.0, 16.0, 8.0, 0.0, 0.0, 0.0, 9.0, 11.0, 0.0, 4.0, 16.0, 4.0, 0.0, 0.0, 12.0, 8.0, 0.0, 0.0, 11.0, 11.0, 0.0, 0.0, 11.0, 8.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 8.0, 13.0, 0.0, 0.0, 12.0, 10.0, 0.0, 0.0, 2.0, 16.0, 9.0, 12.0, 15.0, 3.0, 0.0, 0.0, 0.0, 8.0, 16.0, 13.0, 5.0, 0.0, 0.0]"
-1.43545,3.8529003,9,"[0.0, 4.0, 15.0, 14.0, 11.0, 2.0, 0.0, 0.0, 0.0, 7.0, 10.0, 1.0, 11.0, 11.0, 0.0, 0.0, 0.0, 1.0, 13.0, 4.0, 13.0, 16.0, 2.0, 0.0, 0.0, 0.0, 3.0, 11.0, 7.0, 9.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 3.0, 12.0, 0.0, 3.0, 13.0, 5.0, 0.0, 0.0, 2.0, 13.0, 16.0, 16.0, 8.0, 0.0, 0.0]"
-3.2670825,1.1629146,5,"[0.0, 0.0, 11.0, 12.0, 13.0, 14.0, 4.0, 0.0, 0.0, 0.0, 13.0, 8.0, 4.0, 4.0, 2.0, 0.0, 0.0, 0.0, 11.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 6.0, 3.0, 0.0, 0.0, 0.0, 0.0, 5.0, 12.0, 12.0, 13.0, 11.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 13.0, 0.0, 0.0, 0.0, 4.0, 11.0, 0.0, 3.0, 15.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 16.0, 6.0, 0.0, 0.0]"
9.262382,3.7235546,2,"[0.0, 2.0, 15.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 13.0, 12.0, 14.0, 7.0, 0.0, 0.0, 0.0, 0.0, 8.0, 6.0, 6.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 10.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 16.0, 13.0, 14.0, 12.0, 0.0, 0.0, 3.0, 16.0, 14.0, 8.0, 8.0, 7.0, 0.0]"
-2.4755957,7.3982844,8,"[0.0, 0.0, 2.0, 9.0, 13.0, 12.0, 2.0, 0.0, 0.0, 1.0, 14.0, 13.0, 7.0, 10.0, 6.0, 0.0, 0.0, 0.0, 13.0, 8.0, 1.0, 7.0, 7.0, 0.0, 0.0, 0.0, 3.0, 13.0, 14.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 15.0, 1.0, 0.0, 0.0, 0.0, 0.0, 9.0, 5.0, 8.0, 5.0, 0.0, 0.0, 0.0, 0.0, 13.0, 4.0, 13.0, 2.0, 0.0, 0.0, 0.0, 0.0, 13.0, 15.0, 6.0, 0.0, 0.0]"
9.256632,3.807905,2,"[0.0, 4.0, 16.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 11.0, 14.0, 11.0, 11.0, 0.0, 0.0, 0.0, 0.0, 11.0, 7.0, 2.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 8.0, 5.0, 3.0, 0.0, 0.0, 0.0, 12.0, 16.0, 16.0, 16.0, 16.0, 0.0, 0.0, 3.0, 16.0, 15.0, 8.0, 7.0, 4.0, 0.0]"
18.24498,7.512418,0,"[0.0, 0.0, 10.0, 13.0, 5.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 16.0, 16.0, 10.0, 0.0, 0.0, 0.0, 8.0, 16.0, 1.0, 6.0, 16.0, 5.0, 0.0, 0.0, 8.0, 11.0, 0.0, 0.0, 9.0, 12.0, 0.0, 0.0, 10.0, 8.0, 0.0, 0.0, 8.0, 12.0, 0.0, 0.0, 8.0, 11.0, 0.0, 0.0, 8.0, 11.0, 0.0, 0.0, 3.0, 16.0, 10.0, 8.0, 15.0, 9.0, 0.0, 0.0, 0.0, 9.0, 16.0, 16.0, 10.0, 1.0, 0.0]"
17.727837,7.724376,0,"[0.0, 0.0, 2.0, 11.0, 10.0, 1.0, 0.0, 0.0, 0.0, 0.0, 10.0, 13.0, 14.0, 13.0, 0.0, 0.0, 0.0, 0.0, 13.0, 0.0, 0.0, 14.0, 5.0, 0.0, 0.0, 3.0, 9.0, 0.0, 0.0, 9.0, 6.0, 0.0, 0.0, 5.0, 9.0, 0.0, 0.0, 5.0, 8.0, 0.0, 0.0, 6.0, 12.0, 0.0, 0.0, 8.0, 4.0, 0.0, 0.0, 0.0, 14.0, 11.0, 5.0, 14.0, 1.0, 0.0, 0.0, 0.0, 3.0, 13.0, 14.0, 5.0, 0.0, 0.0]"
-6.987881,10.955082,1,"[0.0, 0.0, 0.0, 0.0, 6.0, 16.0, 7.0, 0.0, 0.0, 1.0, 5.0, 11.0, 16.0, 16.0, 8.0, 0.0, 0.0, 11.0, 16.0, 16.0, 13.0, 16.0, 8.0, 0.0, 0.0, 3.0, 7.0, 1.0, 4.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 16.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 16.0, 8.0, 0.0]"
-2.3499837,15.727416,7,"[0.0, 0.0, 2.0, 13.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 12.0, 12.0, 7.0, 16.0, 3.0, 0.0, 0.0, 1.0, 14.0, 3.0, 0.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 4.0, 10.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 13.0, 16.0, 16.0, 9.0, 0.0, 0.0, 0.0, 0.0, 5.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 16.0, 4.0, 0.0, 0.0, 0.0]"
6.3542185,-6.9781356,6,"[0.0, 0.0, 0.0, 14.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 7.0, 4.0, 2.0, 0.0, 0.0, 0.0, 8.0, 16.0, 11.0, 9.0, 15.0, 5.0, 0.0, 0.0, 5.0, 14.0, 1.0, 0.0, 10.0, 9.0, 0.0, 0.0, 0.0, 11.0, 12.0, 5.0, 13.0, 5.0, 0.0, 0.0, 0.0, 1.0, 13.0, 16.0, 9.0, 0.0, 0.0]"
1.0274628,7.3264384,3,"[0.0, 1.0, 9.0, 15.0, 13.0, 4.0, 0.0, 0.0, 0.0, 5.0, 12.0, 4.0, 10.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 9.0, 14.0, 2.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 8.0, 0.0, 0.0, 0.0, 10.0, 6.0, 4.0, 11.0, 7.0, 0.0, 0.0, 0.0, 8.0, 15.0, 16.0, 9.0, 1.0, 0.0]"
8.985576,3.133438,2,"[0.0, 5.0, 16.0, 13.0, 1.0, 0.0, 0.0, 0.0, 0.0, 9.0, 14.0, 14.0, 4.0, 0.0, 0.0, 0.0, 0.0, 9.0, 7.0, 12.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 13.0, 4.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 15.0, 16.0, 16.0, 16.0, 11.0, 0.0, 0.0, 5.0, 16.0, 14.0, 10.0, 8.0, 6.0, 0.0]"
-7.0368886,10.880193,1,"[0.0, 0.0, 0.0, 3.0, 12.0, 12.0, 2.0, 0.0, 0.0, 0.0, 7.0, 15.0, 16.0, 16.0, 0.0, 0.0, 0.0, 4.0, 15.0, 9.0, 14.0, 16.0, 3.0, 0.0, 0.0, 2.0, 0.0, 0.0, 14.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 14.0, 1.0, 0.0, 0.0, 0.0, 0.0, 3.0, 16.0, 13.0, 2.0, 0.0]"
-2.3634825,15.927999,7,"[0.0, 0.0, 2.0, 13.0, 16.0, 14.0, 1.0, 0.0, 0.0, 0.0, 11.0, 12.0, 7.0, 16.0, 3.0, 0.0, 0.0, 0.0, 9.0, 3.0, 2.0, 16.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 11.0, 0.0, 0.0, 0.0, 0.0, 2.0, 11.0, 15.0, 13.0, 3.0, 0.0, 0.0, 0.0, 4.0, 15.0, 16.0, 13.0, 3.0, 0.0, 0.0, 0.0, 0.0, 14.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 4.0, 0.0, 0.0, 0.0]"
5.276437,18.030825,4,"[0.0, 0.0, 0.0, 7.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 14.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 10.0, 2.0, 6.0, 0.0, 0.0, 0.0, 3.0, 16.0, 3.0, 9.0, 13.0, 2.0, 0.0, 0.0, 11.0, 12.0, 6.0, 14.0, 16.0, 10.0, 0.0, 0.0, 11.0, 16.0, 16.0, 16.0, 10.0, 3.0, 0.0, 0.0, 2.0, 8.0, 10.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 13.0, 0.0, 0.0, 0.0]"
6.42483,-6.983118,6,"[0.0, 0.0, 0.0, 13.0, 3.0, 0.0, 0.0, 0.0, 0.0, 0.0, 6.0, 15.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 7.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 16.0, 10.0, 7.0, 1.0, 0.0, 0.0, 0.0, 6.0, 16.0, 12.0, 13.0, 16.0, 6.0, 0.0, 0.0, 0.0, 16.0, 4.0, 0.0, 6.0, 12.0, 0.0, 0.0, 0.0, 12.0, 10.0, 2.0, 11.0, 9.0, 0.0, 0.0, 0.0, 1.0, 13.0, 16.0, 15.0, 3.0, 0.0]"
0.9368381,7.6883316,3,"[0.0, 0.0, 13.0, 16.0, 16.0, 5.0, 0.0, 0.0, 0.0, 5.0, 15.0, 6.0, 11.0, 13.0, 0.0, 0.0, 0.0, 0.0, 2.0, 2.0, 13.0, 8.0, 0.0, 0.0, 0.0, 0.0, 4.0, 16.0, 15.0, 2.0, 0.0, 0.0, 0.0, 0.0, 3.0, 11.0, 15.0, 16.0, 5.0, 0.0, 0.0, 0.0, 0.0, 0.0, 2.0, 15.0, 11.0, 0.0, 0.0, 0.0, 3.0, 4.0, 9.0, 16.0, 6.0, 0.0, 0.0, 0.0, 15.0, 16.0, 16.0, 10.0, 0.0, 0.0]"
-6.8088107,10.722725,1,"[0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 4.0, 0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 16.0, 2.0, 0.0, 0.0, 3.0, 12.0, 16.0, 16.0, 14.0, 0.0, 0.0, 0.0, 10.0, 16.0, 15.0, 16.0, 15.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 16.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 15.0, 13.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 12.0, 0.0, 0.0, 0.0, 0.0, 0.0, 12.0, 16.0, 6.0, 0.0]"
1.1539171,7.455401,3,"[0.0, 0.0, 11.0, 16.0, 12.0, 2.0, 0.0, 0.0, 0.0, 7.0, 16.0, 6.0, 10.0, 13.0, 0.0, 0.0, 0.0, 0.0, 2.0, 0.0, 3.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 3.0, 12.0, 9.0, 0.0, 0.0, 0.0, 0.0, 0.0, 10.0, 16.0, 12.0, 0.0, 0.0, 0.0, 0.0, 3.0, 0.0, 3.0, 15.0, 7.0, 0.0, 0.0, 3.0, 16.0, 7.0, 6.0, 14.0, 8.0, 0.0, 0.0, 1.0, 9.0, 15.0, 16.0, 12.0, 1.0, 0.0]"
-1.6281431,4.1052766,9,"[0.0, 0.0, 5.0, 13.0, 14.0, 5.0, 0.0, 0.0, 0.0, 2.0, 15.0, 6.0, 11.0, 15.0, 1.0, 0.0, 0.0, 1.0, 16.0, 5.0, 8.0, 16.0, 4.0, 0.0, 0.0, 0.0, 4.0, 12.0, 9.0, 13.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 8.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 11.0, 7.0, 0.0, 0.0, 0.0, 7.0, 7.0, 5.0, 15.0, 2.0, 0.0, 0.0, 0.0, 5.0, 15.0, 16.0, 7.0, 0.0, 0.0]"
-6.9785013,10.926987,1,"[0.0, 0.0, 0.0, 0.0, 5.0, 15.0, 3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 15.0, 16.0, 4.0, 0.0, 0.0, 3.0, 13.0, 16.0, 14.0, 16.0, 1.0, 0.0, 0.0, 2.0, 7.0, 4.0, 8.0, 16.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 14.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 7.0, 16.0, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 9.0, 16.0, 6.0, 0.0, 0.0, 0.0, 0.0, 0.0, 8.0, 15.0, 2.0, 0.0]"
